FLIGHT_ID,UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,YEAR,AIRCRAFT_TYPE,CLASS
280,6460,15016,11292,2017,694,F
281,6460,15304,11292,2017,694,F
282,6460,15412,11292,2017,694,F
283,6200,11292,11298,2017,691,G
284,6200,11292,12339,2017,730,G
285,6200,11292,13198,2017,691,G
286,6200,11292,13495,2017,691,G
287,6200,11292,14869,2017,691,G
288,6200,11292,15376,2017,691,G
289,6200,11921,14869,2017,691,G
290,6200,12339,11292,2017,730,G
291,6200,13198,11292,2017,740,G
292,6200,13244,11921,2017,691,G
293,6200,13796,11292,2017,740,G
294,6830,11292,11433,2017,698,F
295,6830,12266,11292,2017,698,F
296,6689,13502,12891,2017,638,F
