FLIGHT_ID,UNIQUE_CARRIER_ENTITY,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,YEAR,AIRCRAFT_TYPE,CLASS
297,6904,11292,11413,2017,675,F
298,6904,11413,11292,2017,675,F
299,6904,11986,11292,2017,675,F
300,6820,11298,13502,2017,675,F
301,6820,13502,11298,2017,675,F
302,6932,11292,14877,2017,405,F
303,6932,14877,11292,2017,405,F
304,6085,11109,15016,2017,675,F
305,6085,11292,11109,2017,675,F
306,6085,12266,11292,2017,675,F
307,6085,12266,12012,2017,675,F
308,6910,11292,10559,2017,622,G
309,6910,11292,12889,2017,691,G
310,6910,11292,14730,2017,622,G
311,6910,14869,11292,2017,622,G
312,6910,14869,11292,2017,691,G
313,0A050,11292,14057,2017,694,F
314,0A050,12892,11292,2017,699,F
315,0A050,14100,11292,2017,694,F
316,1260,11292,13487,2017,698,F
317,1260,11292,13487,2017,888,F
318,1260,14869,11292,2017,614,F
319,7041,11292,11986,2017,631,F
320,7041,11423,11292,2017,631,F
321,6700,11109,11292,2017,631,F
322,6700,11292,11109,2017,631,F
323,6700,11292,11921,2017,673,F
324,6700,11292,12003,2017,673,F
325,6700,11292,14057,2017,673,F
326,6700,11292,14683,2017,673,F
327,6700,11638,11109,2017,629,F
328,6700,11921,10372,2017,631,F
329,6700,11921,11292,2017,673,F
330,6700,11921,11298,2017,631,F
331,6700,12003,11292,2017,673,F
332,6700,13930,11921,2017,631,F
333,6700,14679,11292,2017,673,F
334,6700,15919,11292,2017,631,F
335,0A875,10397,11292,2017,694,F
336,0A875,11193,11292,2017,694,F
337,0A875,11278,11292,2017,614,F
338,0A875,11292,10397,2017,694,F
339,0A875,11292,10721,2017,698,F
340,0A875,11292,11278,2017,614,F
341,0A875,11292,11884,2017,694,F
342,0A875,11292,12278,2017,614,F
343,0A875,11292,14492,2017,614,F
344,0A875,11292,14689,2017,694,F
345,0A875,11292,15304,2017,698,F
346,0A875,11292,15376,2017,694,F
347,0A875,11603,11292,2017,614,F
348,0A875,11618,11292,2017,698,F
349,0A875,11884,11292,2017,694,F
350,0A875,11986,11292,2017,694,F
351,0A875,12278,11292,2017,614,F
352,0A875,12889,11292,2017,698,F
353,0A875,15304,11292,2017,698,F
354,0A875,15376,11292,2017,694,F
355,6725,10713,11292,2017,619,F
356,6725,11292,10140,2017,614,F
357,6725,11292,10821,2017,619,F
358,6725,11292,10994,2017,619,F
359,6725,11292,11066,2017,619,F
360,6725,11292,11884,2017,619,F
361,6725,11292,14730,2017,619,F
362,6725,11292,14869,2017,619,F
363,6725,11884,11292,2017,619,F
364,6725,14057,11292,2017,619,F
365,6725,14679,11292,2017,619,F
366,6725,14747,11292,2017,619,F
367,6725,14831,11292,2017,619,F
368,6003,11066,11292,2017,673,F
369,6003,11292,10599,2017,673,F
370,6003,11292,11066,2017,673,F
371,6003,11292,13487,2017,677,F
372,6003,11292,15370,2017,673,F
373,6003,13851,11292,2017,677,F
374,6460,11292,13485,2017,698,F
375,6460,11292,13487,2017,694,F
376,6460,11292,14492,2017,694,F
377,6460,11292,14683,2017,694,F
378,6460,13485,11292,2017,698,F
379,6460,14492,11292,2017,694,F
380,6460,14683,11292,2017,694,F
381,6200,11292,10620,2017,622,G
382,6200,11292,11540,2017,691,G
383,7024,11193,11292,2017,638,F
384,7024,11292,11193,2017,638,F
385,6910,11292,14869,2017,622,G
386,0A050,11298,11292,2017,614,F
387,7041,10849,11292,2017,631,F
388,7041,11292,10849,2017,631,F
389,7041,11292,13487,2017,631,F
390,7041,11292,14730,2017,631,F
391,7041,13367,11292,2017,631,F
392,7041,14730,11292,2017,631,F
393,6700,10140,11292,2017,631,F
394,6700,10279,11292,2017,629,F
395,6700,10849,11292,2017,631,F
396,6700,11292,10279,2017,629,F
397,6700,11292,10849,2017,631,F
398,6700,11292,11193,2017,673,F
399,6700,11292,11267,2017,673,F
400,6700,11292,11986,2017,631,F
401,6700,11292,12896,2017,629,F
402,6700,11292,13502,2017,629,F
403,6700,11292,13891,2017,629,F
404,6700,11292,14107,2017,631,F
405,6700,11292,14262,2017,629,F
406,6700,11292,14489,2017,631,F
407,6700,11292,14683,2017,631,F
408,6700,11292,15370,2017,631,F
409,6700,11423,11292,2017,629,F
410,6700,12892,11921,2017,631,F
411,6700,12896,11292,2017,629,F
412,6700,13502,11292,2017,629,F
413,6700,13891,11292,2017,629,F
414,6700,14107,11292,2017,631,F
415,6700,14457,11292,2017,631,F
416,0A875,10800,11292,2017,614,F
417,0A875,10821,11292,2017,698,F
418,0A875,11057,11292,2017,614,F
419,0A875,11292,10397,2017,698,F
420,0A875,11292,11618,2017,698,F
421,0A875,11292,13198,2017,634,F
422,0A875,11292,14262,2017,694,F
423,0A875,13851,11292,2017,614,F
424,0A875,13930,11292,2017,698,F
425,0A875,14262,11292,2017,694,F
426,0A875,14492,11292,2017,614,F
427,6725,10140,11292,2017,619,F
428,6725,10257,11292,2017,614,F
429,6725,10397,11292,2017,619,F
430,6725,10529,11292,2017,612,F
431,6725,11292,10994,2017,614,F
432,6725,11292,12339,2017,619,F
433,6725,11292,12954,2017,619,F
434,6725,11292,13198,2017,619,F
435,6725,11292,13495,2017,614,F
436,6725,11292,13495,2017,619,F
437,6725,11292,13871,2017,619,F
438,6725,11292,13891,2017,619,F
439,6725,11292,13931,2017,612,F
440,6725,11292,14683,2017,614,F
441,6725,11292,14747,2017,619,F
442,6725,11292,14831,2017,619,F
443,6725,11292,14893,2017,619,F
444,6725,11292,15376,2017,619,F
445,6725,12339,11292,2017,619,F
446,6725,12954,11292,2017,619,F
447,6725,13495,11292,2017,619,F
448,6725,13871,11292,2017,619,F
449,6725,13891,11292,2017,619,F
450,6725,13931,11292,2017,614,F
451,6003,10140,11292,2017,673,F
452,6003,10599,11292,2017,673,F
453,6003,11042,11292,2017,677,F
454,6003,11292,10140,2017,673,F
455,6003,11292,10693,2017,673,F
456,6003,11292,11540,2017,677,F
457,6003,11292,13244,2017,677,F
458,6003,11292,13851,2017,673,F
459,6003,11292,15919,2017,677,F
460,6003,11298,11292,2017,677,F
461,6003,11423,11292,2017,673,F
462,6003,13244,11292,2017,673,F
463,6003,13487,11292,2017,677,F
464,6003,13495,11292,2017,677,F
465,6003,13871,11292,2017,677,F
466,6003,14683,11292,2017,677,F
467,6003,15919,11292,2017,677,F
468,6460,11003,11292,2017,698,F
469,6460,11292,11003,2017,698,F
470,6460,11292,12339,2017,699,F
471,6460,12339,11292,2017,699,F
472,6460,13487,11292,2017,694,F
473,6904,10620,11292,2017,675,F
474,6904,11292,10620,2017,675,F
475,6904,11292,14783,2017,675,F
476,6904,11292,14814,2017,675,F
477,6904,11292,15376,2017,675,F
478,6904,13198,11292,2017,675,F
479,6904,14814,11292,2017,675,F
480,6904,15376,11292,2017,675,F
481,6085,13930,11109,2017,675,F
482,6910,13891,11292,2017,622,G
483,1131,11921,12892,2017,673,F
484,1131,12892,11921,2017,673,F
485,0A050,11292,11298,2017,655,F
486,0A050,11298,11292,2017,655,F
487,7041,10140,11292,2017,631,F
488,7041,11292,10140,2017,631,F
489,7041,11292,11298,2017,631,F
490,7041,11298,11292,2017,631,F
491,6700,11292,11884,2017,629,F
492,6700,11292,13486,2017,673,F
493,6700,11292,13487,2017,673,F
494,6700,11292,14783,2017,631,F
495,6700,11413,12892,2017,631,F
496,6700,11884,11292,2017,629,F
497,6700,12892,11413,2017,631,F
498,6700,13198,11292,2017,629,F
499,6700,13486,11292,2017,673,F
500,6700,13487,11292,2017,673,F
501,6700,13871,11292,2017,629,F
502,6700,14783,11292,2017,631,F
503,0A875,10397,11292,2017,698,F
504,0A875,10849,11292,2017,634,F
505,0A875,11003,11292,2017,694,F
506,0A875,11066,11292,2017,614,F
507,0A875,11066,11292,2017,694,F
508,0A875,11193,11292,2017,698,F
509,0A875,11292,10713,2017,694,F
510,0A875,11292,10849,2017,634,F
511,0A875,11292,11057,2017,614,F
512,0A875,11292,11066,2017,614,F
513,0A875,11292,11066,2017,694,F
514,0A875,11292,11603,2017,614,F
515,0A875,11292,11648,2017,694,F
516,0A875,11292,12982,2017,622,F
517,0A875,11292,13485,2017,614,F
518,0A875,11292,13495,2017,698,F
519,0A875,11292,14100,2017,614,F
520,0A875,11292,14100,2017,698,F
521,0A875,11292,14570,2017,634,F
522,0A875,11292,14771,2017,637,F
523,0A875,11433,11292,2017,634,F
524,0A875,11648,11292,2017,694,F
525,0A875,12982,11292,2017,622,F
526,0A875,13485,11292,2017,614,F
527,0A875,14570,11292,2017,634,F
528,6725,10140,11292,2017,614,F
529,6725,10994,11292,2017,614,F
530,6725,11292,10423,2017,619,F
531,6725,11292,13931,2017,614,F
532,6725,11292,14679,2017,619,F
533,6725,11292,14683,2017,619,F
534,6725,11292,14831,2017,614,F
535,6725,13342,11292,2017,619,F
536,6725,13487,11292,2017,619,F
537,6725,13931,11292,2017,612,F
538,6725,14683,11292,2017,614,F
539,6725,14869,11292,2017,619,F
540,6725,15376,11292,2017,619,F
541,6003,11292,12339,2017,673,F
542,6003,11292,14683,2017,677,F
543,6003,11540,11292,2017,677,F
544,6003,14869,11292,2017,673,F
545,6460,11292,13342,2017,694,F
546,6460,11292,14908,2017,698,F
547,6460,13342,11292,2017,694,F
548,6460,14908,11292,2017,698,F
549,6795,11292,13487,2017,614,F
550,6904,11292,12278,2017,675,F
551,6904,12278,11292,2017,675,F
552,6820,13502,13930,2017,631,F
553,6820,13930,13502,2017,631,F
554,6910,11292,10800,2017,691,G
555,6910,11292,14730,2017,691,G
556,6910,11292,14869,2017,626,G
557,6910,14869,11292,2017,626,G
558,7041,11292,11003,2017,631,F
559,7041,11292,12339,2017,631,F
560,7041,12339,11292,2017,631,F
561,6700,10620,11292,2017,629,F
562,6700,11292,10397,2017,673,F
563,6700,11292,10620,2017,629,F
564,6700,11292,11042,2017,673,F
565,6700,11292,11413,2017,631,F
566,6700,11292,11648,2017,631,F
567,6700,11292,12278,2017,673,F
568,6700,11292,13198,2017,629,F
569,6700,11292,13244,2017,631,F
570,6700,11292,13433,2017,631,F
571,6700,11292,13871,2017,629,F
572,6700,11292,14689,2017,629,F
573,6700,11413,11292,2017,631,F
574,6700,13198,11292,2017,631,F
575,6700,13244,11292,2017,673,F
576,6700,14262,11292,2017,629,F
577,6700,14869,11292,2017,631,F
578,0A875,10713,11292,2017,694,F
579,0A875,11057,11292,2017,634,F
580,0A875,11292,10821,2017,698,F
581,0A875,11292,11003,2017,694,F
582,0A875,11292,11057,2017,634,F
583,0A875,11292,11193,2017,698,F
584,0A875,11292,11618,2017,627,F
585,0A875,11292,11884,2017,698,F
586,0A875,11292,13264,2017,694,F
587,0A875,11292,13891,2017,694,F
588,0A875,11292,14831,2017,694,F
589,0A875,11292,14893,2017,694,F
590,0A875,11292,15376,2017,698,F
591,0A875,11697,11292,2017,614,F
592,0A875,11884,11292,2017,698,F
593,0A875,13198,11292,2017,634,F
594,0A875,13851,11292,2017,634,F
595,0A875,13891,11292,2017,694,F
596,0A875,14057,11292,2017,614,F
597,0A875,14747,11292,2017,698,F
598,0A875,14831,11292,2017,698,F
599,0A875,15376,11292,2017,698,F
600,6725,10693,11292,2017,619,F
601,6725,11292,12954,2017,612,F
602,6725,11292,13487,2017,619,F
603,6725,11292,15016,2017,619,F
604,6725,12191,11292,2017,619,F
605,6725,12954,11292,2017,612,F
606,6725,13851,11292,2017,614,F
607,6725,14122,11292,2017,614,F
608,6725,15016,11292,2017,619,F
609,6003,15016,11292,2017,677,F
610,6460,11292,14107,2017,699,F
611,6460,14107,11292,2017,699,F
612,6795,13487,11292,2017,614,F
613,6904,11292,11003,2017,675,F
614,6932,11233,11292,2017,405,F
615,6932,11292,11233,2017,405,F
616,7041,11292,13244,2017,631,F
617,7041,13487,11292,2017,631,F
618,7041,13502,13930,2017,631,F
619,7041,13930,13502,2017,631,F
620,6700,10397,11292,2017,631,F
621,6700,11042,11292,2017,673,F
622,6700,11109,12892,2017,673,F
623,6700,11292,11057,2017,673,F
624,6700,11292,13264,2017,629,F
625,6700,11292,13964,2017,673,F
626,6700,11423,11292,2017,631,F
627,6700,11648,11292,2017,631,F
628,6700,12278,11292,2017,673,F
629,6700,13244,11292,2017,631,F
630,6700,13433,11292,2017,631,F
631,6700,13964,11292,2017,673,F
632,6700,14489,11292,2017,631,F
633,6700,14689,11292,2017,629,F
634,6700,15370,11292,2017,631,F
635,6700,15376,11292,2017,631,F
636,0A875,10423,11292,2017,634,F
637,0A875,11292,11433,2017,634,F
638,0A875,11292,11986,2017,694,F
639,0A875,11292,12339,2017,614,F
640,0A875,11292,13198,2017,694,F
641,0A875,11292,13342,2017,694,F
642,0A875,11292,13495,2017,694,F
643,0A875,11618,11292,2017,627,F
644,0A875,12339,11292,2017,614,F
645,0A875,12339,11292,2017,698,F
646,0A875,13264,11292,2017,694,F
647,0A875,13342,11292,2017,694,F
648,0A875,14100,11292,2017,694,F
649,6725,11292,11697,2017,612,F
650,6725,11292,12451,2017,614,F
651,6725,11292,13198,2017,614,F
652,6725,11292,13796,2017,619,F
653,6725,11292,13851,2017,614,F
654,6725,12451,11292,2017,614,F
655,6725,14771,11292,2017,614,F
656,6725,14869,11292,2017,614,F
657,6003,10397,11292,2017,677,F
658,6003,11292,10397,2017,677,F
659,6003,11292,11298,2017,677,F
660,6003,11292,13871,2017,677,F
661,6003,11292,14730,2017,677,F
662,6200,11109,11921,2017,622,G
663,6200,11292,13244,2017,626,G
664,6200,11292,13244,2017,730,G
665,6200,11921,11109,2017,622,G
666,6200,13244,11292,2017,730,G
667,6904,11292,11775,2017,675,F
668,6035,11921,12889,2017,655,F
669,6035,12889,11921,2017,655,F
670,7041,11292,15412,2017,631,F
671,7041,15412,11292,2017,631,F
672,6700,10423,11292,2017,631,F
673,6700,10561,11292,2017,673,F
674,6700,11057,11292,2017,673,F
675,6700,11292,11921,2017,631,F
676,6700,11292,14524,2017,673,F
677,6700,14524,11292,2017,673,F
678,0A875,10620,11292,2017,614,F
679,0A875,10713,11292,2017,698,F
680,0A875,10800,11292,2017,698,F
681,0A875,11292,10620,2017,614,F
682,0A875,11292,10713,2017,698,F
683,0A875,11292,10800,2017,698,F
684,0A875,11292,11423,2017,634,F
685,0A875,11292,11603,2017,634,F
686,0A875,11292,11603,2017,698,F
687,0A875,11292,13342,2017,634,F
688,0A875,11292,13851,2017,698,F
689,0A875,11292,14122,2017,698,F
690,0A875,11292,14869,2017,634,F
691,0A875,11423,11292,2017,634,F
692,0A875,11603,11292,2017,634,F
693,0A875,13198,11292,2017,694,F
694,0A875,13342,11292,2017,634,F
695,0A875,14100,11292,2017,614,F
696,0A875,14122,11292,2017,698,F
697,0A875,15370,11292,2017,694,F
698,6725,10423,11292,2017,619,F
699,6725,11042,11292,2017,614,F
700,6725,11292,11618,2017,614,F
701,6725,11292,14193,2017,612,F
702,6725,11292,14492,2017,614,F
703,6725,14193,11292,2017,612,F
704,6725,15370,11292,2017,619,F
705,6904,11003,11292,2017,675,F
706,6904,11292,12094,2017,675,F
707,6904,11775,11292,2017,675,F
708,6910,11292,14730,2017,740,G
709,6910,14730,11292,2017,740,G
710,0A050,11292,14107,2017,694,F
711,0A050,14107,11292,2017,694,F
712,7041,11292,11042,2017,631,F
713,6700,11193,11292,2017,631,F
714,6700,11292,15376,2017,631,F
715,6700,13851,11292,2017,631,F
716,0A875,10423,11292,2017,698,F
717,0A875,11292,10423,2017,698,F
718,0A875,11292,10529,2017,694,F
719,0A875,11292,11433,2017,694,F
720,0A875,11292,11697,2017,614,F
721,0A875,11292,12953,2017,698,F
722,0A875,11292,13485,2017,694,F
723,0A875,11292,13487,2017,634,F
724,0A875,11292,14747,2017,634,F
725,0A875,11292,15370,2017,694,F
726,0A875,11603,11292,2017,698,F
727,0A875,13495,11292,2017,694,F
728,0A875,14869,11292,2017,634,F
729,6725,11292,11884,2017,614,F
730,6725,11292,12191,2017,619,F
731,6725,11292,12892,2017,619,F
732,6725,11292,13851,2017,619,F
733,6725,11292,14107,2017,619,F
734,6725,11292,14771,2017,619,F
735,6725,12889,11292,2017,619,F
